,Unnamed: 0,content,score,thumbsUpCount,Application,spam
37812,37812,mất nick ko lý do,1,18,Facebook,clean
37814,37814,tự nhiên mất híc là sao,1,0,Facebook,clean
37815,37815,lỗi xem tin khi bấm qua trúng cái bảng nhạc rồi bấm qua xem tin thì nhạc nó vẫn phát ra tiếng rất khó chịu,1,0,Facebook,clean
37817,37817,đổi mk mà bị lỗi,1,1,Facebook,clean
37821,37821,tệ hơn phiên bản cũ,1,6,Facebook,clean
37822,37822,không gỡ cài đặt được luôn,1,31,Facebook,clean
37824,37824,không xóa dc ứng dụng này,1,0,Facebook,clean
37825,37825,lỗi miết báo cáo vẫn bị riết phế quá,1,5,Facebook,clean
37827,37827,bị hack rồi,3,0,Facebook,clean
37829,37829,sao tôi ko bật đc bl tin,3,0,Facebook,clean
37830,37830,quảng cáo cái đặc cầu,1,0,Facebook,clean
37832,37832,lỗi suốt luôn,1,0,Facebook,clean
37835,37835,không làm gì tự nhiên bay nick,1,35,Facebook,clean
37836,37836,haonam tran,2,0,Facebook,clean
37837,37837,qc lỏ quá qc khó tắt mà qc quoài thoai,1,0,Facebook,clean
37842,37842,nhiều lỗi ko khắc phục đc,1,0,Facebook,clean
37848,37848,không thả cảm xúc trên tin được,1,0,Facebook,clean
37849,37849,lúc nào cũng bảo cập nhật cập nhật xong chả có gì khác hơn cả còn nặng thêm máy ko có gì khác hơn,2,0,Facebook,clean
37851,37851,tại sao ko vào đc phs tải lại mới vào đc,3,0,Facebook,clean
37852,37852,sao tôi vào mà toàn hiện trang này hiện không hiển thị là sao,1,11,Facebook,clean
37853,37853,rất tốt nhưng không thể tìm đúng trường th,4,2,Facebook,clean
37854,37854,tải về thì ko thấy sang bên đthoại,1,1,Facebook,clean
37860,37860,like sử dụng tốt,4,0,Facebook,clean
37863,37863,tệ cập nhật tồi,1,0,Facebook,clean
37865,37865,bình luận với xem bl không đc cứ bấm vào xem bl xong đơ màn hình luôn,4,1,Facebook,clean
37868,37868,không tải dc,1,0,Facebook,clean
37869,37869,tôi không xem được phần story đáng chú ý,1,7,Facebook,clean
37871,37871,bị mất tài khoản ko biết lý do,1,1,Facebook,clean
37872,37872,rất tốt nên tải,5,0,Facebook,clean
37874,37874,lỗi không bình luận đc,4,6,Facebook,clean
37875,37875,bay nick r,5,0,Facebook,clean
37877,37877,ko lj tự dưng khóa,3,0,Facebook,clean
37879,37879,bảo mật quá yếu dễ bị mất nick fb,1,0,Facebook,clean
37884,37884,cập nhật xog up str toàn bị vỡ,1,0,Facebook,clean
37886,37886,cũng đc nhưng đăng video lên thì ít người xem vãi,4,5,Facebook,clean
37890,37890,ko bt mã tự nhiên bảo chụp giấy tờ,1,5,Facebook,clean
37891,37891,kiều ngọc tú,5,0,Facebook,clean
37900,37900,quả cáo quá dài dù tải rồi,1,0,Facebook,clean
37903,37903,bật chế độ chuyên nghiệp lên,5,0,Facebook,clean
37904,37904,nhưng mà nhìu khi ko đăng nhập dc,4,0,Facebook,clean
37905,37905,ko tại đc messenger,1,0,Facebook,clean
37906,37906,chơi game cũng có quản cáo,1,0,Facebook,clean
37910,37910,sơ hở là bị lag,1,0,Facebook,clean
37911,37911,lỗi quài mệt quá bth đc ko,1,2,Facebook,clean
37912,37912,thông tin rất trí tuệ,5,2,Facebook,clean
37914,37914,kh đăng đc story,1,0,Facebook,clean
37916,37916,k up sotry đc,1,0,Facebook,clean
37917,37917,ko đăng story được,1,0,Facebook,clean
37920,37920,lỗi up story ko có được mong nhà phát hành nhanh sửa dùm nha,1,0,Facebook,clean
37922,37922,vang tôi thich,1,0,Facebook,clean
37924,37924,lỗi riếc muốn xóa,1,0,Facebook,clean
37926,37926,sao tạo tin không được,2,0,Facebook,clean
37927,37927,str luôn bị lỗi ko đăng đc,3,0,Facebook,clean
37928,37928,lỗi đăng tin không được,1,0,Facebook,clean
37929,37929,đăng story chẳng được,1,0,Facebook,clean
37930,37930,cập nhập lâu qc bậy bạ,1,0,Facebook,clean
37931,37931,up tin ko lên mong khắc phục liền,1,2,Facebook,clean
37933,37933,k đăng str đc,1,1,Facebook,clean
37934,37934,đăng tin cũng không được,1,14,Facebook,clean
37937,37937,lỗi ko đăng đc bình luận,1,0,Facebook,clean
37939,37939,tệ quá nặng kinh,2,0,Facebook,clean
37941,37941,gặp lỗi rất nhiều ko thể tải trang cá nhân đc,1,0,Facebook,clean
37945,37945,fb lua dao,1,1,Facebook,clean
37947,37947,lỗi không đăng nhập vô được luôn tứ hiện báo không kết nối,1,35,Facebook,clean
37948,37948,cho face em đăng tin lại với bị lỗi rồi ạ,4,19,Facebook,clean
37949,37949,fb lỗi nhìu quá,1,0,Facebook,clean
37952,37952,không làm gì cũng bị hạn chế,1,0,Facebook,clean
37953,37953,lỗi không bình luận được,1,0,Facebook,clean
37955,37955,tính năng bảo vệ tốt,4,1,Facebook,clean
37956,37956,tệ quá quá tệ,1,1,Facebook,clean
37959,37959,ủa face bị chi mà không cập nhật đc á,1,0,Facebook,clean
37960,37960,tại sao kh đăng nhập vào dc .,1,2,Facebook,clean
37963,37963,ko xem đc video,1,0,Facebook,clean
37964,37964,quảng cáo bực mình,1,0,Facebook,clean
37965,37965,mong nhà phát hành sửa chữa lại lỗi ko úp story đc nha,3,0,Facebook,clean
37967,37967,tự nhiên khóa ac là sao,1,2,Facebook,clean
37970,37970,nó rất nhàm chán,1,0,Facebook,clean
37972,37972,lỗi quá nhiều .,1,1,Facebook,clean
37974,37974,không xem được,1,0,Facebook,clean
37976,37976,tải ứng dụng lỗi hoài luôn,1,0,Facebook,clean
37980,37980,kh bật được công khai tin,3,0,Facebook,clean
37987,37987,quảng cáo trong khi đt nào cx đc cài đặt sẵn,1,0,Facebook,clean
37989,37989,mong fix lỗi tài khoản bị hạn chế giùm,1,0,Facebook,clean
37990,37990,ko vô đc fb cứ bị văng,1,35,Facebook,clean
37991,37991,lỗi thì quá nhiều,1,0,Facebook,clean
37992,37992,không theo dõi đc trang mà tui thích,1,181,Facebook,clean
37996,37996,tôi đăng nhập lại không được,4,1,Facebook,clean
37997,37997,rat tot .,5,0,Facebook,clean
38000,38000,ko ưng lắm,3,0,Facebook,clean
38001,38001,đăng nhập đúng email mà nó bảo ko tìm ra tài khoản,1,0,Facebook,clean
38004,38004,má đt mình thì ko cho đổi lại gmail mà nó hack thì đổi đc,1,0,Facebook,clean
38005,38005,lâu lâu lại bị mấy lỗi xàm xàm,1,0,Facebook,clean
38009,38009,lỗi ko xem đc wechat,2,0,Facebook,clean
38012,38012,nhập đúng mã mà kêu sai hoài,1,0,Facebook,clean
38013,38013,tải xuống cham,5,0,Facebook,clean
38014,38014,đăng str hông đc,2,15,Facebook,clean
38016,38016,tôi không thể nào tải được nhưng mà thôi kệ đi,5,0,Facebook,clean
38019,38019,k xem story nổi bậc đc,5,22,Facebook,clean
38026,38026,không bình luận story đc,1,0,Facebook,clean
38028,38028,vào trang cá nhân ko được,1,0,Facebook,clean
38030,38030,cx đc mà sở hở là lấy cắp thông tin thoi,5,1,Facebook,clean
38037,38037,lỗi nhiều vc mong nhà phát hành xoá luôn ứng dụng này đi,1,0,Facebook,clean
38041,38041,i rất hay,5,0,Facebook,clean
38043,38043,toàn chiếu thước phim không chán phiên bản cũ tốt hơn,1,0,Facebook,clean
38045,38045,quá tồi tệ những quảng cáo độc hại lại không thể báo cáo,1,0,Facebook,clean
38046,38046,checkpoint quá nhiều,1,0,Facebook,clean
38048,38048,bớt qc đi,1,0,Facebook,clean
38049,38049,bị hack nick không có lí do hết,1,0,Facebook,clean
38053,38053,dạ cần cải thiện bị lỗi ạ,5,0,Facebook,clean
38054,38054,ổn áp3,5,0,Facebook,clean
38058,38058,lúc thả cảm xúc đc lúc k,3,1,Facebook,clean
38059,38059,lỗi ko vào dc,1,0,Facebook,clean
38067,38067,ko tải đc ứng dụng luôn quá tệ,1,0,Facebook,clean
38068,38068,lag vào xem str bị lag rồi văng .,1,0,Facebook,clean
38069,38069,lỗi ko đăg str dc,1,1,Facebook,clean
38076,38076,tôi đăng nhập tài khoản của mình bằng đt khác cx khóa tk,1,1,Facebook,clean
38078,38078,tôi hài lòng với sản phẩm,4,0,Facebook,clean
38082,38082,toàn hiện ra mấy thứ vô tri,1,0,Facebook,clean
38083,38083,lỗi hoài ko vào fb đc,1,0,Facebook,clean
38086,38086,mật khảo đã đổi nhưng lúc nhập lại là mật khẩu lâu về trước và còn bị xóa tài khoản,2,1,Facebook,clean
38088,38088,trả lại phiên bản cũ đây,1,0,Facebook,clean
38089,38089,bị mất phần video watch 4năm rồi báo cáo mãi không khác phục cho tôi,1,0,Facebook,clean
38092,38092,đăng story mờ câm chê fb,1,3,Facebook,clean
38097,38097,phim toàn là phim động phòng,1,0,Facebook,clean
38099,38099,không có bố cục hình ảnh,1,0,Facebook,clean
38107,38107,lỗi ko xem đc tus,1,0,Facebook,clean
38109,38109,nhiều lỗi và quảng cáo,1,1,Facebook,clean
38121,38121,ứng dụng okela nhé,5,0,Facebook,clean
38123,38123,đăng nhập nik khác ko đc là sao,1,0,Facebook,clean
38126,38126,nó rất là hay và bổ ích nữa,5,0,Facebook,clean
38127,38127,má ứng dụng rác,1,0,Facebook,clean
38130,38130,da sử dụng từ lâu lợi ich rất nhiều,5,2,Facebook,clean
38131,38131,ko bật đc bình luận tin,1,4,Facebook,clean
38132,38132,ko lên được tin,1,0,Facebook,clean
38134,38134,đã bị lỗi ko vào đc mới bấm vào là văn ra,1,0,Facebook,clean
38135,38135,xe cebhj,4,0,Facebook,clean
38140,38140,khối sử dụng .,5,1,Facebook,clean
38144,38144,khắm mùi mắm tôm,1,0,Facebook,clean
38145,38145,hong đăng đc story,2,0,Facebook,clean
38146,38146,lỗi đăng nhập hoài à,1,1,Facebook,clean
38147,38147,úp story lỗi hoài,1,0,Facebook,clean
38148,38148,đúng dung chạy không được mướt cả các đung dungkhac,3,0,Facebook,clean
38149,38149,cũng đc,5,0,Facebook,clean
38150,38150,mấy nay còn bị mất âm thanh,1,0,Facebook,clean
38151,38151,hà chao,1,0,Facebook,clean
38158,38158,bị lỗi .,5,0,Facebook,clean
38161,38161,ứng dụng này tôi thấy quảng cáo nhiều tôi không thích,1,0,Facebook,clean
38164,38164,gem quá uk nhanh tay tải game miễn phí về máy để trải nghiệm đi ạ,5,0,Facebook,clean
38171,38171,face mik không tự động dịch được mặc dù mình chỉnh dich tiếng việt các kiểu ấy,2,0,Facebook,clean
38175,38175,fb này có bình thường được không vậy lỗi tới lui là sao giờ không thả được cảm xúc str nữa,1,0,Facebook,clean
38176,38176,k xem được file gif,2,0,Facebook,clean
38178,38178,lỗi đầy luôn,1,0,Facebook,clean
38181,38181,ph ozon .,5,0,Facebook,clean
38184,38184,bị lỗi suốt không vào dc fb phải làm sao để khắc phục đây .,2,0,Facebook,clean
38185,38185,ko bình luận đc str,1,0,Facebook,clean
38192,38192,glitch every time,3,0,Facebook,clean
38196,38196,đăng bản tin thì bản quyền lõi tè le cập nhật fb rát ak,1,2,Facebook,clean
38197,38197,quên mk nh nhận mã ko đc,1,0,Facebook,clean
38199,38199,ko hiện được tin nổi bật,1,0,Facebook,clean
38206,38206,kh xem đc toàn bị lỗi,1,0,Facebook,clean
38208,38208,cứ lỗi không vào được là sao,1,0,Facebook,clean
38210,38210,bấm quên mật khẩu cái nó bảo hãy nhập mật khẩu .,1,0,Facebook,clean
38212,38212,dạo này face ngày càng tệ hại,4,0,Facebook,clean
38213,38213,đăng nhập tk khác sao ra tìm tk .,1,0,Facebook,clean
38220,38220,ok đc tốt rất tốt,5,0,Facebook,clean
38224,38224,ko hài lòng lắm,1,0,Facebook,clean
38225,38225,deo vào nổi,1,0,Facebook,clean
38226,38226,không vào được là sao nhỉ,1,0,Facebook,clean
38227,38227,tải lại ko đc,1,0,Facebook,clean
38228,38228,đạt ve chai,5,0,Facebook,clean
38231,38231,ko đăng được video cứ bị lỗi riết,1,0,Facebook,clean
38232,38232,ứng dụng rất tốt hãy đánh giá theo tôi nhé,1,0,Facebook,clean
38234,38234,tự nhien bi mat tai khuan,1,0,Facebook,clean
38235,38235,tải mãi không đc trong khi mik còn nhiều mb,1,0,Facebook,clean
38237,38237,lỗi vãi đăng nhặp sai tài khoản là bu lên ko chỗ để đăng xuất trắng xóa đau,1,0,Facebook,clean
38238,38238,dở lắm,3,0,Facebook,clean
38239,38239,coi video mà cx có qc được,1,0,Facebook,clean
38246,38246,phiên đã hết hạn báo đăng nhập tô đăng nhập lại mà vào tk khác .,1,0,Facebook,clean
38247,38247,thêm vào tin cứ không được,1,34,Facebook,clean
38249,38249,cứ để bị hack chán thật,1,0,Facebook,clean
38250,38250,sao vào ko được được,2,0,Facebook,clean
38252,38252,đang ghet,1,0,Facebook,clean
38254,38254,nó cứ bị nhập mã,1,1,Facebook,clean
38255,38255,ko có bố cục ảnh chán thiệt chứ,4,0,Facebook,clean
38256,38256,không xem được tin và tin nổi bật,1,0,Facebook,clean
38259,38259,không cài được messenger,5,0,Facebook,clean
38260,38260,hay tốt lắm,5,0,Facebook,clean
38261,38261,tìm tên bạn bè để kp cũng ko đc nữa,1,0,Facebook,clean
38263,38263,đăng xuất ra là kh vào lại đc xóa đi tải lại thì kh tải đc,1,7,Facebook,clean
38264,38264,tự động bật loa hoài,1,0,Facebook,clean
38266,38266,dùng lỗi quá,1,0,Facebook,clean
38267,38267,tải về ko dc toàn bị văng ra ngoài,1,2,Facebook,clean
38270,38270,bản đồ không chính xác,5,1,Facebook,clean
38273,38273,tôi ko có bắn đăng xuất thiết bị mà cú bị hoài,1,0,Facebook,clean
38275,38275,tốt xài rất êm,5,0,Facebook,clean
38276,38276,ko cs nhiều kiểu chữ,1,0,Facebook,clean
38277,38277,lỗi kh đăng str được,2,0,Facebook,clean
38278,38278,cai dat cham qua,5,0,Facebook,clean
38280,38280,quá tốt ứng dụng nè,5,0,Facebook,clean
38288,38288,ứng dụng này ko tệ,4,0,Facebook,clean
38290,38290,chức năng quá tuyệt vời,1,0,Facebook,clean
38291,38291,lỗi nhiều lắm mấy bữa nay không vào được,2,1,Facebook,clean
38292,38292,trinh duyệt fa này ko dùng được,1,0,Facebook,clean
38293,38293,đăng ảnh không có phần bố cục,3,0,Facebook,clean
38297,38297,lỗi nhé,1,0,Facebook,clean
38299,38299,hay xem hay lắm,5,0,Facebook,clean
38300,38300,thi thoảng hay giới hạn tài khoản vô cớ bị mất chế độ tối .,3,15,Facebook,clean
38304,38304,hog có ng nt chg,1,0,Facebook,clean
38307,38307,mỗi lúc chơi game nó hiện lên thông báo che hết tầm nhìn phiền chết đi đc,3,0,Facebook,clean
38316,38316,rất tốt và hay,5,0,Facebook,clean
38317,38317,ko tốt lắm bị bản quyền đăng video hong được,2,0,Facebook,clean
38320,38320,rât thich,5,0,Facebook,clean
38321,38321,k có bố cục ảnh,2,1,Facebook,clean
38324,38324,dư cặk,1,0,Facebook,clean
38325,38325,nhu dc,5,3,Facebook,clean
38330,38330,đang dùng ok thì tự dưng mất phần bố cục ảnh,1,2,Facebook,clean
38332,38332,nick bị hack luôn,1,0,Facebook,clean
38334,38334,không có hiệu ứng fb,3,0,Facebook,clean
38337,38337,quảng cáo cái đặc cầu,1,3,Facebook,clean
38340,38340,tui vô nó nói là ko vô đc,1,38,Facebook,clean
38341,38341,lại lỗi ko xem được tin nưa r,4,0,Facebook,clean
38345,38345,sao tải mãi mà ko được vâỵ hơi bực rồi đó,5,0,Facebook,clean
38350,38350,coi ton thì xoay vòng vòng coi ko đc vào tin nổi bật thì đen thui ko thấy gì coi mấy thước phim cx xoay vòng vòng,1,0,Facebook,clean
38356,38356,lỗi liên tục đã thế mất luôn phần bình luận khi đăng tin,1,1,Facebook,clean
38360,38360,tự dưng không up được tin,1,0,Facebook,clean
38361,38361,lỗi xuyên suốt luôn á,2,0,Facebook,clean
38364,38364,bị lỗi khi up str,1,0,Facebook,clean
38365,38365,lỗi úp sotory,5,0,Facebook,clean
38366,38366,hog đăng đc str,1,0,Facebook,clean
38367,38367,nào nó mới up đc video zậy,2,24,Facebook,clean
38369,38369,lỗi không đăng str fc,4,0,Facebook,clean
38370,38370,đang videos hoài không thấy lên,3,0,Facebook,clean
38371,38371,dở tệ thật lỗi miết view cũng chả dữ được,1,0,Facebook,clean
38372,38372,đăng tin hoài ko đc,1,0,Facebook,clean
38374,38374,không đăng story được cứ bị lỗi mong nhà sản xuất sửa lỗi này lại,1,2,Facebook,clean
38376,38376,bị lỗi nữa gòi,1,0,Facebook,clean
38377,38377,yêu cầu khắc phục lỗi lag máy chủ và không đăng được dòng tin,1,4,Facebook,clean
38378,38378,nay nó bị lỗi mong bên fb khắc phục sớm nhất có thể,1,2,Facebook,clean
38379,38379,bị lỗi đang không đc tin,1,0,Facebook,clean
38382,38382,fb toàn bị lỗi ko up được str,1,0,Facebook,clean
38385,38385,cx ổn nm hơi lag,4,2,Facebook,clean
38388,38388,đăng tin ko đc lun thua lun,1,0,Facebook,clean
38389,38389,kh đăng vd đc kh gửi ảnh đc là sao .,1,0,Facebook,clean
38391,38391,quá tệ đăng str ko đc,1,0,Facebook,clean
38393,38393,hog cập nhận đc,1,0,Facebook,clean
38394,38394,bị lỗi đăng tin ko đc,1,3,Facebook,clean
38395,38395,đăng str ko dc,3,0,Facebook,clean
38396,38396,đăng tin thì ko đc,1,1,Facebook,clean
38397,38397,lâu lâu cứ pin lác,4,1,Facebook,clean
38398,38398,up str kh được .,1,0,Facebook,clean
38399,38399,up video ảnh ghép nhạc lên story không được bị lỗi,4,5,Facebook,clean
38400,38400,tệ hơn vợ đậu,1,0,Facebook,clean
38404,38404,phiên bản beta này sao ko đăng dc tin nhỉ tệ vô cùng tệ,1,0,Facebook,clean
38405,38405,face lỗi r,3,0,Facebook,clean
38406,38406,đăng video không được,2,0,Facebook,clean
38409,38409,ko up str đc cứ bị lỗi á,1,0,Facebook,clean
38411,38411,lỗi quài vậy,1,0,Facebook,clean
38412,38412,lỗi bực,1,0,Facebook,clean
38414,38414,đăng tin ko đc .,1,0,Facebook,clean
38415,38415,fb ko up đr stry,1,0,Facebook,clean
38419,38419,kh up dc str thoát ra vào lại làm tất cả nma vẫn kh up dc chịu fb càng ngày càng lỗi nản,1,0,Facebook,clean
38421,38421,lỗi up story rồi,3,0,Facebook,clean
38422,38422,s đăng tin ko đc,4,1,Facebook,clean
38423,38423,không đăng đc story bị lỗi roi,4,0,Facebook,clean
38424,38424,lỗi quài không biến chán à,1,0,Facebook,clean
38425,38425,lỏ lắm rùi nha,1,0,Facebook,clean
38426,38426,cố phát triển nhé,5,2,Facebook,clean
38427,38427,up story không được gửi ảnh không được,1,0,Facebook,clean
38428,38428,nhiều lỗi ko đăng tin đc ko đăng bài đc,1,2,Facebook,clean
38429,38429,lỗi kh đăng tin được,1,0,Facebook,clean
38430,38430,k up story đc,3,1,Facebook,clean
38431,38431,fb hay bị lỗi lắm nha,5,0,Facebook,clean
38432,38432,ko up str và gửi ảnh đc,2,0,Facebook,clean
38434,38434,ko có trải tốt cho lắm,3,0,Facebook,clean
38435,38435,k đăg đc str,3,0,Facebook,clean
38436,38436,không đăng tin được rất phức tạp,1,0,Facebook,clean
38439,38439,ko đăng đc stroy,1,0,Facebook,clean
38442,38442,không tạo tin được,1,0,Facebook,clean
38445,38445,tin đăng khôg nổi lên lun fb lỗi quá r,1,0,Facebook,clean
38446,38446,sao thích lỗi ghê lun á,1,6,Facebook,clean
38447,38447,kh up dc str,1,0,Facebook,clean
38449,38449,đăng tin ko đc là s,1,0,Facebook,clean
38451,38451,không up được story .,1,0,Facebook,clean
38452,38452,không úp story được,1,0,Facebook,clean
38453,38453,gửi ảnh hog đc ko có đăng strory đc,2,8,Facebook,clean
38454,38454,up str kh đc,1,0,Facebook,clean
38455,38455,thây bị lỗi,5,0,Facebook,clean
38456,38456,trải nghiệm tốt nha nhm đăng video hỏi lag,5,0,Facebook,clean
38457,38457,kh tải tin được,1,0,Facebook,clean
38458,38458,tài khoản bị khóa không lí do,1,7,Facebook,clean
38459,38459,k up đc str,1,0,Facebook,clean
38460,38460,không ổn cho lắm,5,0,Facebook,clean
38461,38461,phiên bản mới ko đăng được tin,1,0,Facebook,clean
38462,38462,k đăng dc,1,0,Facebook,clean
38464,38464,ko vô đc,1,0,Facebook,clean
38466,38466,lỗi nhìu tệ,1,0,Facebook,clean
38468,38468,đăng tin ko đc,1,0,Facebook,clean
38470,38470,hk đăng tin đc tứk vãi,1,0,Facebook,clean
38473,38473,lỗi đăng tin đăng không được tệ quá,1,9,Facebook,clean
38474,38474,tải tin lên không được,1,0,Facebook,clean
38479,38479,bị lỗi up story sáng giờ không được là sao .,1,0,Facebook,clean
38480,38480,lỗi quài,2,0,Facebook,clean
38481,38481,bị đăng xuất liên tục ko đăng đc str,1,1,Facebook,clean
38485,38485,tôi đăng tin hok đc,5,2,Facebook,clean
38487,38487,đăng tin kh được,1,0,Facebook,clean
38489,38489,lỗi quài,1,0,Facebook,clean
38492,38492,ko coi tin của mik ko đc,1,0,Facebook,clean
38493,38493,bị lỗi hoài đietj meh,1,0,Facebook,clean
38494,38494,up str hoài kh được,1,0,Facebook,clean
38495,38495,deo tải đc,1,0,Facebook,clean
38497,38497,up tin gửi ảnh kh dc là sao dị,4,2,Facebook,clean
38499,38499,lâu lâu lỗi muốn ném đt,3,0,Facebook,clean
38501,38501,lỗi ko up str được,1,0,Facebook,clean
38502,38502,hay lỗi không đăng tin lên được,2,0,Facebook,clean
38506,38506,tạm ổn hay lỗi,5,0,Facebook,clean
38508,38508,lỗi đăng tin không được,2,0,Facebook,clean
38513,38513,không up được story,1,0,Facebook,clean
38514,38514,bị lỗi không đăng story được,1,0,Facebook,clean
38516,38516,ko đăng dc str,1,0,Facebook,clean
38518,38518,sao cứ bị gắn thẻ hoài dị,1,0,Facebook,clean
38521,38521,lỗi tùm lum ht trơn,1,0,Facebook,clean
38524,38524,lỗi ko đăng str đc yêu cầu khắc phục lẹ,1,0,Facebook,clean
38527,38527,không tải str đc,3,0,Facebook,clean
38529,38529,không đăng str được,1,0,Facebook,clean
38530,38530,ko ẩn đc quảng cáo .,3,0,Facebook,clean
38531,38531,lỗi nhiều thật sự,1,0,Facebook,clean
38532,38532,lỗi không up thước phim hài hước đc nx ròi,1,0,Facebook,clean
38533,38533,đăng stroy không đc vậy .,2,0,Facebook,clean
38535,38535,ko tải story lêm dc lỗi tùm lum,1,0,Facebook,clean
38537,38537,không có bố cục phần đăng ảnh,1,0,Facebook,clean
38538,38538,hay bị mất nick ko lấy lại đc,1,0,Facebook,clean
38542,38542,bị hack nick rủi ro quá,1,0,Facebook,clean
38545,38545,bo quang cao di,2,0,Facebook,clean
38546,38546,up story toàn bị ẩn,1,0,Facebook,clean
38547,38547,thêm vào bộ sưu tập mất tiêu,3,1,Facebook,clean
38549,38549,không thể mở lên được .,1,2,Facebook,clean
38551,38551,tải rồi mà ứng dụng khác cứ quản cáo,1,0,Facebook,clean
38553,38553,ko nhp dc mat khau,1,0,Facebook,clean
38554,38554,b mở mở đểdi,5,0,Facebook,clean
38558,38558,ko hay bằng tik tok,1,0,Facebook,clean
38559,38559,vô hiệu hóa hoài bị hư hoài,5,0,Facebook,clean
38563,38563,yêu cầu cần khắc phục lỗi nhạc bản quyền nhé meta lỏ,5,0,Facebook,clean
38564,38564,pay ac ko một lí do,1,4,Facebook,clean
38568,38568,thik cho 1s chứ dùng ok lắm,1,2,Facebook,clean
38570,38570,dùng tốt rõ nét và mượt hơn fb like,5,0,Facebook,clean
38571,38571,k thể bật đc chế độ theo dõi,1,4,Facebook,clean
38572,38572,mãi ko vào được,1,1,Facebook,clean
38579,38579,không chạy đc là sao,1,38,Facebook,clean
38581,38581,vô kị đc,1,0,Facebook,clean
38587,38587,không theo dõi đc ai hết trơn,1,0,Facebook,clean
38588,38588,không chơi game được đề nghị sửa nhanh giúp tôi,1,12,Facebook,clean
38590,38590,lỗi sự cố bỏ theo dỗi hoài,3,11,Facebook,clean
38592,38592,nhập đúng mật khẩu mà bảo sai .,1,5,Facebook,clean
38596,38596,sài khá là tốt,5,0,Facebook,clean
38598,38598,không chỉnh front chữ để đăng story được,4,7,Facebook,clean
38602,38602,rất tốt tôi rất hài lòng,5,0,Facebook,clean
38603,38603,ghẻ lở,1,0,Facebook,clean
38604,38604,mik nghĩ nó hok tốt lắm,2,0,Facebook,clean
38607,38607,không thể chơi trò chơi trên ap,1,0,Facebook,clean
38608,38608,hơi lag nhe,4,0,Facebook,clean
38613,38613,mấy hôm nay cứ bị lỗi phiên bản đã hết hạn là sao quài z,3,0,Facebook,clean
38615,38615,sao up str cài quyền riêng tư bị nhảy ra hoài v,2,28,Facebook,clean
38622,38622,hay bị uot ra,2,0,Facebook,clean
38623,38623,cứ bị hack ý,1,0,Facebook,clean
38625,38625,phát vi dựt dựt lỗi đăng nhập quá nhiều,1,0,Facebook,clean
38630,38630,tại sao mạng tôi mạnh vậy mà trong phần trò chơi tôi lại lag vậy,4,1,Facebook,clean
38631,38631,đáng sử dụng,5,0,Facebook,clean
38633,38633,rồi mắc gì đăng nhập kh được,1,0,Facebook,clean
38634,38634,k đăng dc tin,2,0,Facebook,clean
38635,38635,nó bị lật ra,1,0,Facebook,clean
38636,38636,bị hack dễ vải ò,1,0,Facebook,clean
38638,38638,nhấn vô cái là bị văng ra cảm giác bực mình hết mức,1,2,Facebook,clean
38639,38639,ghét đề xuất âm thanh,1,0,Facebook,clean
38640,38640,hơi toxic,4,0,Facebook,clean
38642,38642,tôi không chỉnh được bố cục up hình,2,1,Facebook,clean
38643,38643,nick bị hạck mong đội ngũ giúp tôi ten nguyễn gia hào,1,0,Facebook,clean
38644,38644,bị khoá vô lý,5,25,Facebook,clean
38645,38645,rât dep,5,0,Facebook,clean
38647,38647,trai nghiêm tốt nhất,5,0,Facebook,clean
38648,38648,lỗi ko xem đc story,3,0,Facebook,clean
38649,38649,khoá gì khoá lắm mặc dù ko bậy bà gì,1,0,Facebook,clean
38653,38653,game hay và rất thú vị,5,0,Facebook,clean
38655,38655,hay bị hack và còn nhiều người toxic,3,0,Facebook,clean
38656,38656,tệ rất tệ .,1,0,Facebook,clean
38657,38657,khong bat buot,4,0,Facebook,clean
38659,38659,dùng cũng hay,5,0,Facebook,clean
38660,38660,hơi xàm,1,0,Facebook,clean
38661,38661,lỗi thình thoảng ko vào đc và còn bị văn ra,1,0,Facebook,clean
38662,38662,lag xong còn bị khóa nick,4,0,Facebook,clean
38665,38665,ứng dụng tệ .,1,0,Facebook,clean
38666,38666,rât tôt,5,0,Facebook,clean
38671,38671,vào không khôi phục đc tài khoản,1,0,Facebook,clean
38672,38672,chẳng có cái tác dụng gì cả,1,0,Facebook,clean
38675,38675,sao nó toàn bị lỗi vậy,2,0,Facebook,clean
38677,38677,mạng lỗi không dùng được,1,0,Facebook,clean
38683,38683,đổi tên mà cứ bị lỗi,3,0,Facebook,clean
38685,38685,vào là cứ bị văng ra ngoài,1,0,Facebook,clean
38687,38687,điện ko đc cứ bị ngắt ngang không phản hồi mấy lần cũng vậy,2,0,Facebook,clean
38688,38688,cảm thấy càng ngày càng tệ,1,0,Facebook,clean
38692,38692,tự nhiên bị khóa tk,1,0,Facebook,clean
38693,38693,lỗi quá nhiều,1,0,Facebook,clean
38695,38695,toản hẳn,4,0,Facebook,clean
38696,38696,vào có cái tài khoản mà cứ bị văng ra miết,1,3,Facebook,clean
38697,38697,rất là vui nha vào xem rất mượt không bị lắp máy,5,0,Facebook,clean
38699,38699,pham văn hải,5,0,Facebook,clean
38701,38701,fb lỗi hay sao mất tính năng bình luận trên str rồi .,4,1,Facebook,clean
38705,38705,lỗi toàn tập .,1,0,Facebook,clean
38706,38706,thấy cũng ôki,5,0,Facebook,clean
